timestamp,Pg,Pc,Pd,PVuse,PVcurt,SOC
2026-03-14 20:00:00,863.35,0.0,0.0,0.0,0.0,0.2
2026-03-14 20:15:00,823.19,0.0,0.0,0.0,0.0,0.2
2026-03-14 20:30:00,817.96,0.0,0.0,0.0,0.0,0.2
2026-03-14 20:45:00,812.71,0.0,0.0,0.0,0.0,0.2
2026-03-14 21:00:00,807.5,0.0,0.0,0.0,0.0,0.2
2026-03-14 21:15:00,802.39,0.0,0.0,0.0,0.0,0.2
2026-03-14 21:30:00,797.43,0.0,0.0,0.0,0.0,0.2
2026-03-14 21:45:00,792.68,0.0,0.0,0.0,0.0,0.2
2026-03-14 22:00:00,788.18,0.0,0.0,0.0,0.0,0.2
2026-03-14 22:15:00,783.99,0.0,0.0,0.0,0.0,0.2
2026-03-14 22:30:00,780.16,0.0,0.0,0.0,0.0,0.2
2026-03-14 22:45:00,780.0,0.0,0.0,0.0,0.0,0.2
2026-03-14 23:00:00,780.0,0.0,0.0,0.0,0.0,0.2
2026-03-14 23:15:00,780.0,0.0,0.0,0.0,0.0,0.2
2026-03-14 23:30:00,780.0,0.0,0.0,0.0,0.0,0.2
2026-03-14 23:45:00,780.0,0.0,0.0,0.0,0.0,0.2
